"id","usuario_id","descricao_perfil"
"200569","500569","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200570","500570","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200571","500571","Especialista em cuidados paliativos e reabilitação domiciliar. 20 anos de experiência na área."
"200572","500572","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200573","500573","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200574","500574","Cuidador de idosos com 17 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200575","500575","Especialista em cuidados paliativos e reabilitação domiciliar. 11 anos de experiência na área."
"200576","500576","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200577","500577","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200578","500578","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200579","500579","Cuidador de idosos com 3 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200580","500580","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200581","500581","Vigilante patrimonial com 18 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200582","500582","Especialista em manutenção de notebooks e desktops. Troca de tela, teclado, HD e memória com garantia."
"200583","500583","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200584","500584","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200585","500585","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200586","500586","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200587","500587","Cuidador de idosos com 12 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200588","500588","Professor particular com 18 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200589","500589","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200590","500590","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200591","500591","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200592","500592","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200593","500593","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200594","500594","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200595","500595","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200596","500596","Pedreiro com 19 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200597","500597","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200598","500598","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200599","500599","Pedreiro com 20 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200600","500600","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200601","500601","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200602","500602","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200603","500603","Manutenção de gramados, jardins e piscinas. Serviço semanal ou mensal com preço acessível."
"200604","500604","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200605","500605","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200606","500606","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200607","500607","Pedreiro com 13 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200608","500608","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200609","500609","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200610","500610","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200611","500611","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200612","500612","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 18 anos de experiência."
"200613","500613","Diarista experiente com ótimas referências. Realizo faxina completa, lavagem de roupas e organização de ambientes."
"200614","500614","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200615","500615","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200616","500616","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200617","500617","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200618","500618","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200619","500619","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200620","500620","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200621","500621","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200622","500622","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200623","500623","Realizo pequenas e grandes reformas com responsabilidade e qualidade. 20 anos atendendo na região."
"200624","500624","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200625","500625","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200626","500626","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200627","500627","Serviços de pintura com 6 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200628","500628","Jardineiro com 17 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200629","500629","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200630","500630","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200631","500631","Jardineiro com 7 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200632","500632","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200633","500633","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 4 anos."
"200634","500634","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200635","500635","Ofereço serviços de limpeza residencial e comercial com 3 anos de experiência. Referências disponíveis."
"200636","500636","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200637","500637","Pintor com especialização em texturas e efeitos decorativos. Transforme seu ambiente com qualidade e criatividade."
"200638","500638","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200639","500639","Pedreiro com 12 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200640","500640","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200641","500641","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200642","500642","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200643","500643","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200644","500644","Eletricista com 10 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200645","500645","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200646","500646","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200647","500647","Técnico em informática com 11 anos de experiência. Manutenção, formatação, redes e suporte remoto."
"200648","500648","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200649","500649","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200650","500650","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200651","500651","Eletricista com 17 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200652","500652","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200653","500653","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200654","500654","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200655","500655","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200656","500656","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200657","500657","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200658","500658","Vigilante patrimonial com 18 anos de experiência e curso de formação atualizado. Atuação em condomínios e empresas."
"200659","500659","Pedreiro com 18 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200660","500660","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 18 anos de experiência."
"200661","500661","Motorista particular com 14 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200662","500662","Cuidador de idosos com 14 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200663","500663","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200664","500664","Pedreiro com 13 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200665","500665","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200666","500666","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200667","500667","Encanador com 13 anos de atuação. Conserto de vazamentos, instalação de pias, vasos e chuveiros com rapidez."
"200668","500668","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200669","500669","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200670","500670","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200671","500671","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200672","500672","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200673","500673","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200674","500674","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200675","500675","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200676","500676","Ofereço cuidados diurnos e noturnos para idosos. Experiência em pacientes com Alzheimer e doenças crônicas."
"200677","500677","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200678","500678","Pedreiro com 12 anos de experiência em reformas residenciais. Assentamento de pisos, revestimentos e alvenaria."
"200679","500679","Jardineiro com 13 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200680","500680","Especialista em manutenção de notebooks e desktops. Troca de tela, teclado, HD e memória com garantia."
"200681","500681","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200682","500682","Especialista em cuidados paliativos e reabilitação domiciliar. 17 anos de experiência na área."
"200683","500683","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200684","500684","Pet sitter e dog walker com 15 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200685","500685","Trabalho com manutenção elétrica predial e residencial há 7 anos. Preço acessível e serviço de qualidade."
"200686","500686","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200687","500687","Eletricista com 12 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200688","500688","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200689","500689","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200690","500690","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200691","500691","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200692","500692","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200693","500693","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200694","500694","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200695","500695","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200696","500696","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200697","500697","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200698","500698","Pintura imobiliária completa: preparação de superfície, massa corrida, selador e tinta de qualidade. Resultado garantido."
"200699","500699","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200700","500700","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200701","500701","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200702","500702","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200703","500703","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200704","500704","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200705","500705","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200706","500706","Eletricista com 7 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200707","500707","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200708","500708","Motorista particular com 10 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200709","500709","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200710","500710","Serviços de pintura com 11 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200711","500711","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200712","500712","Realizo instalações elétricas, troca de fiação, quadros de distribuição e reparos em geral. Atendimento rápido e seguro."
"200713","500713","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200714","500714","Eletricista com experiência em energia solar e automação residencial. Atendo toda a cidade e região."
"200715","500715","Porteiro e zelador experiente. Controle de acesso, monitoramento e atendimento ao público com educação."
"200716","500716","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 11 anos de experiência."
"200717","500717","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200718","500718","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200719","500719","Pintor profissional com 8 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200720","500720","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200721","500721","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200722","500722","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200723","500723","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200724","500724","Realizo instalação e manutenção de sistemas hidráulicos, caixas d'água, bombas e filtros."
"200725","500725","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200726","500726","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200727","500727","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200728","500728","Chef de cozinha com 6 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200729","500729","Realizo pequenas e grandes reformas com responsabilidade e qualidade. 4 anos atendendo na região."
"200730","500730","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200731","500731","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200732","500732","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200733","500733","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200734","500734","Motorista particular com 5 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200735","500735","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200736","500736","Serviços hidráulicos em geral: desentupimento, troca de registros, instalação de aquecedores e reparos de tubulação."
"200737","500737","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200738","500738","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200739","500739","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200740","500740","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200741","500741","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200742","500742","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200743","500743","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200744","500744","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200745","500745","Chef de cozinha com 2 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200746","500746","Eletricista com 20 anos de experiência em instalações residenciais e comerciais. Serviço garantido e com nota fiscal."
"200747","500747","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200748","500748","Cuidado de pets em domicílio: alimentação, higiene e companhia enquanto você viaja ou trabalha."
"200749","500749","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200750","500750","Especialista em cuidados paliativos e reabilitação domiciliar. 19 anos de experiência na área."
"200751","500751","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200752","500752","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200753","500753","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200754","500754","Professor particular com 7 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200755","500755","Cuidador com formação em enfermagem auxiliar. Administração de medicamentos e acompanhamento médico."
"200756","500756","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200757","500757","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200758","500758","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200759","500759","Realizo formatação de computadores, instalação de sistemas e limpeza de vírus. Atendimento domiciliar rápido."
"200760","500760","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 5 anos de experiência."
"200761","500761","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200762","500762","Eletricista certificado. Atendo emergências, faço laudos e instalações completas seguindo as normas da ABNT."
"200763","500763","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200764","500764","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200765","500765","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200766","500766","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200767","500767","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200768","500768","Banho e tosa profissional a domicílio. Equipamentos próprios e produtos de qualidade para seu pet."
"200769","500769","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200770","500770","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200771","500771","Trabalho com manutenção elétrica predial e residencial há 18 anos. Preço acessível e serviço de qualidade."
"200772","500772","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200773","500773","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200774","500774","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200775","500775","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200776","500776","Manutenção de gramados, jardins e piscinas. Serviço semanal ou mensal com preço acessível."
"200777","500777","Trabalho com manutenção elétrica predial e residencial há 6 anos. Preço acessível e serviço de qualidade."
"200778","500778","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200779","500779","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200780","500780","Ofereço serviços de limpeza residencial e comercial com 3 anos de experiência. Referências disponíveis."
"200781","500781","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200782","500782","Especialista em reformas de banheiros e cozinhas. Acabamento fino e entrega no prazo combinado."
"200783","500783","Trabalho com manutenção elétrica predial e residencial há 18 anos. Preço acessível e serviço de qualidade."
"200784","500784","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200785","500785","Doceira profissional especializada em bolos, tortas e doces finos para casamentos e eventos."
"200786","500786","Encanador com 14 anos de atuação. Conserto de vazamentos, instalação de pias, vasos e chuveiros com rapidez."
"200787","500787","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200788","500788","Realizo reformas completas: banheiros, cozinhas, fachadas e ampliações. Orçamento detalhado e prazo definido."
"200789","500789","Ofereço serviço de marmita fitness e dieta. Refeições balanceadas e saborosas entregues na sua porta."
"200790","500790","Motorista particular com 3 anos de habilitação categoria B e D. Pontual, discreto e conhecedor da cidade."
"200791","500791","Realizo limpeza doméstica completa, incluindo faxina, organização e higienização de ambientes. Trabalho com zelo e responsabilidade."
"200792","500792","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200793","500793","Trabalho como cuidadora de idosos e pessoas com necessidades especiais. Curso técnico e referências."
"200794","500794","Trabalho com hidráulica residencial e comercial. Atendo emergências 24h e cobro preço justo pelo serviço."
"200795","500795","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 11 anos."
"200796","500796","Especialista em culinária brasileira e internacional. Preparo jantares especiais e buffet para eventos."
"200797","500797","Transporte de pessoas e cargas leves. Pontualidade e segurança garantidas com 17 anos de experiência."
"200798","500798","Aulas de música: violão, teclado e teoria musical. Atendo crianças, jovens e adultos em domicílio."
"200799","500799","Cuidador de idosos com 13 anos de experiência. Acompanhamento, higiene, medicação e lazer com carinho."
"200800","500800","Realizo pequenas e grandes reformas com responsabilidade e qualidade. 5 anos atendendo na região."
"200801","500801","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200802","500802","Pet sitter e dog walker com 17 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200803","500803","Jardineiro com formação técnica em paisagismo. Atendo residências, empresas e condomínios."
"200804","500804","Cozinheira profissional que atende residências, festas e empresas. Cardápio variado e sob medida."
"200805","500805","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200806","500806","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200807","500807","Encanador certificado com experiência em projetos residenciais e comerciais. Trabalho limpo e garantido."
"200808","500808","Trabalho com limpeza de escritórios, condomínios e residências. Seriedade, eficiência e preço justo."
"200809","500809","Pintor profissional com 16 anos de experiência em residências e comércios. Acabamento impecável e prazo cumprido."
"200810","500810","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200811","500811","Assistência técnica para computadores, impressoras e periféricos. Orçamento gratuito e serviço rápido."
"200812","500812","Técnico certificado em redes e segurança da informação. Configuração de firewalls, VPN e backup em nuvem."
"200813","500813","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200814","500814","Aulas particulares de português e redação para concursos, ENEM e reforço escolar. Metodologia aprovada."
"200815","500815","Serviços de pintura com 12 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200816","500816","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200817","500817","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200818","500818","Cuido de idosos com amor e profissionalismo. Atividades cognitivas, higiene e companhia diária."
"200819","500819","Motorista de aplicativo e particular. Atendo aeroporto, hospitais e viagens intermunicipais."
"200820","500820","Trabalho como personal chef, preparando refeições saudáveis e gostosas para famílias e executivos."
"200821","500821","Trabalho com pintura predial, residencial e industrial. Uso materiais de primeira linha e garanto o serviço."
"200822","500822","Cuido de jardins residenciais e condomínios. Aplicação de fertilizantes, controle de pragas e irrigação."
"200823","500823","Adestrador de cães com certificação internacional. Correção de comportamento e obediência básica."
"200824","500824","Professor de educação física e personal trainer. Aulas de natação, musculação e condicionamento físico."
"200825","500825","Mestre de obras com experiência em projetos residenciais e comerciais. Reformas com acompanhamento diário."
"200826","500826","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200827","500827","Jardineiro com 20 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200828","500828","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200829","500829","Suporte técnico em TI para empresas e residências. Configuração de redes, servidores e equipamentos."
"200830","500830","Jardineiro com 11 anos de experiência. Realizo manutenção de jardins, corte de grama, podas e paisagismo."
"200831","500831","Professor particular com 13 anos de experiência em matemática, física e química para ensino médio e vestibular."
"200832","500832","Especialista em cuidados paliativos e reabilitação domiciliar. 10 anos de experiência na área."
"200833","500833","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200834","500834","Serviços de pintura com 10 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200835","500835","Motorista particular disponível em tempo integral. Habilitação E, experiência com vans e micro-ônibus."
"200836","500836","Encanador com 20 anos de atuação. Conserto de vazamentos, instalação de pias, vasos e chuveiros com rapidez."
"200837","500837","Realizo pintura interna e externa, textura, grafiato e pintura epóxi para pisos. Orçamento sem compromisso."
"200838","500838","Vigilante armado certificado pela PF. Experiência em bancos, shoppings e transporte de valores."
"200839","500839","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200840","500840","Trabalho com manutenção elétrica predial e residencial há 12 anos. Preço acessível e serviço de qualidade."
"200841","500841","Tutoria em matemática e ciências para ensino fundamental. Paciência, didática e resultados comprovados."
"200842","500842","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200843","500843","Ofereço transporte executivo e escolar. Veículo próprio, ar-condicionado e CNH válida."
"200844","500844","Profissional de segurança com treinamento em primeiros socorros e defesa pessoal. Disponível 12x36."
"200845","500845","Segurança particular com experiência em eventos, casas noturnas e escolta pessoal. Discreto e eficiente."
"200846","500846","Trabalho com construção civil e reformas em geral. Equipe experiente e materiais de qualidade."
"200847","500847","Pet sitter e dog walker com 20 anos de experiência. Cuidado com amor e responsabilidade para cães e gatos."
"200848","500848","Serviços de pintura com 3 anos de mercado. Atendo residências, escritórios e galpões industriais."
"200849","500849","Especialista em detecção de vazamentos e reparos de tubulação sem quebra. Tecnologia e experiência de 7 anos."
"200850","500850","Limpeza residencial especializada em apartamentos. Atendo com produtos inclusos e horário flexível."
"200851","500851","Veterinário com visita domiciliar para consultas, vacinas e exames básicos. Atendimento carinhoso."
"200852","500852","Professor de inglês fluente com experiência no exterior. Aulas para iniciantes, intermediários e avançados."
"200853","500853","Especialista em limpeza pós-obra e limpeza pesada. Equipamentos próprios e produtos eficazes para deixar o espaço impecável."
"200854","500854","Chef de cozinha com 12 anos de experiência. Preparo de refeições para eventos, diárias e marmitas."
"200855","500855","Especialista em jardinagem orgânica e hortas urbanas. Crio espaços verdes bonitos e sustentáveis."
"200856","500856","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
"200857","500857","Motorista experiente para executivos e eventos. Veículo próprio de alto padrão e total sigilo."
