"id","solicitacao_id","cliente_id","prestador_id","nota","comentario","criado_em"
"200205","400205","600596","200180","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-23 00:29:40"
"200722","400722","600783","200473","2","Demorou mais do que o combinado.","2026-03-23 04:01:03"
"200095","400095","601370","200211","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-23 07:42:05"
"200471","400471","601051","200995","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-23 16:44:38"
"200447","400447","600102","200206","5","Fez um serviço excelente com um ótimo preço.","2026-03-23 18:16:42"
"200775","400775","600321","200248","5","Muito satisfeito com o resultado. Recomendo.","2026-03-23 19:36:03"
"200187","400187","600359","200195","2","Demorou mais do que o combinado.","2026-03-23 23:49:58"
"200860","400860","600927","200881","4","Muito bom trabalho. Faria negócio de novo.","2026-03-24 00:36:51"
"200299","400299","601190","200687","5","Trabalho impecável, superou minhas expectativas.","2026-03-24 02:30:43"
"200620","400620","600827","200934","3","Dentro do esperado.","2026-03-24 03:05:52"
"200705","400705","601449","200731","5","Preço justo e serviço de alta qualidade.","2026-03-24 09:03:47"
"200838","400838","600896","200912","5","","2026-03-24 13:09:54"
"200334","400334","600111","200909","5","Ótimo serviço! Ficou melhor do que esperava.","2026-03-24 14:07:59"
"200864","400864","600760","200979","5","Profissional dedicado e competente. Nota 10!","2026-03-24 20:03:32"
"200772","400772","600170","200337","4","Cumpriu tudo o que prometeu. Excelente!","2026-03-24 21:34:02"
"200134","400134","601364","200149","4","Muito satisfeito com o resultado. Recomendo.","2026-03-24 21:51:06"
"200430","400430","600700","200589","5","Perfeito, amei!","2026-03-24 22:20:38"
"200855","400855","600166","200073","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-24 22:55:19"
"200555","400555","600285","200381","5","","2026-03-25 05:13:35"
"200894","400894","600874","200940","4","Fez um serviço excelente com um ótimo preço.","2026-03-26 01:55:43"
"200012","400012","600816","200915","5","Trabalho feito com muito cuidado e dedicação.","2026-03-26 08:23:19"
"200083","400083","600086","200947","5","Top demais!","2026-03-26 14:20:26"
"200199","400199","601283","200458","5","Fez um serviço excelente com um ótimo preço.","2026-03-26 17:34:27"
"200188","400188","601322","200671","5","Top demais!","2026-03-26 19:29:58"
"200751","400751","600007","200776","1","Decepcionante, não voltaria a contratar.","2026-03-26 23:54:05"
"200270","400270","600477","200981","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-27 01:20:20"
"200255","400255","600666","200813","3","Razoável, nada além do básico.","2026-03-27 01:58:15"
"200865","400865","601367","200101","5","Trabalho impecável, superou minhas expectativas.","2026-03-27 02:33:01"
"200801","400801","600618","200450","4","Recomendo sem hesitar. Trabalho nota 10!","2026-03-27 04:18:18"
"200412","400412","600317","200695","5","Perfeito, amei!","2026-03-27 06:22:41"
"200766","400766","601360","200068","2","","2026-03-27 06:43:19"
"200062","400062","600497","200663","5","","2026-03-27 06:55:16"
"200809","400809","600490","200244","5","Profissional sério e comprometido. Recomendo a todos.","2026-03-27 16:22:48"
"200645","400645","600659","200114","5","Muito satisfeito com o resultado. Recomendo.","2026-03-27 18:19:13"
"200544","400544","600873","200465","4","Profissional dedicado e competente. Nota 10!","2026-03-27 20:58:35"
"200644","400644","600442","200968","4","Trabalho impecável, superou minhas expectativas.","2026-03-27 21:55:47"
"200986","400986","600940","200151","4","Fez um serviço excelente com um ótimo preço.","2026-03-28 01:01:03"
"200765","400765","600032","200949","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-28 01:16:22"
"200469","400469","600064","200420","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-28 05:07:11"
"200563","400563","601136","200231","2","Profissional pouco atencioso e descuidado.","2026-03-28 06:56:26"
"200835","400835","600867","200834","4","Trabalho impecável, superou minhas expectativas.","2026-03-28 10:03:32"
"200858","400858","600380","200384","5","Cumpriu tudo o que prometeu. Excelente!","2026-03-28 13:30:36"
"200706","400706","600590","200061","5","","2026-03-28 13:50:12"
"200811","400811","600941","200823","1","Deixou o ambiente sujo após o trabalho.","2026-03-28 17:36:00"
"200316","400316","600532","200065","5","","2026-03-28 18:37:49"
"200431","400431","601483","200039","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-29 00:51:40"
"200006","400006","601224","200387","2","Preço não condizente com a qualidade entregue.","2026-03-29 01:19:50"
"200577","400577","600544","200993","3","Razoável, nada além do básico.","2026-03-29 01:57:16"
"200077","400077","600139","200651","5","Serviço impecável. Pontual e prestativo.","2026-03-29 02:25:18"
"200913","400913","600143","200231","5","Incrível, superou tudo.","2026-03-29 04:37:43"
"200239","400239","601319","200731","4","","2026-03-29 10:07:47"
"200425","400425","600833","200757","5","Top demais!","2026-03-29 12:06:14"
"200945","400945","600119","200637","4","Muito bom trabalho. Faria negócio de novo.","2026-03-29 20:45:57"
"200241","400241","601329","200692","4","Top demais!","2026-03-29 23:40:35"
"200993","400993","600724","200562","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-30 07:40:45"
"200916","400916","600393","200399","4","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-03-30 09:56:57"
"200063","400063","601153","200586","4","Perfeito, amei!","2026-03-30 10:43:10"
"200017","400017","601136","200401","5","Top demais!","2026-03-30 16:41:19"
"200336","400336","600603","200473","5","Muito satisfeito com o resultado. Recomendo.","2026-03-30 17:47:57"
"200733","400733","600028","200036","4","Ótimo serviço! Ficou melhor do que esperava.","2026-03-31 06:58:40"
"200357","400357","601250","200509","5","Melhor profissional que já contratei nessa área.","2026-03-31 07:17:52"
"200520","400520","601200","200211","5","Ótimo atendimento, serviço entregue no prazo.","2026-03-31 09:03:53"
"200498","400498","600826","200073","5","Muito bom trabalho. Faria negócio de novo.","2026-03-31 10:21:06"
"200787","400787","601396","200373","5","Melhor profissional que já contratei nessa área.","2026-03-31 10:46:52"
"200329","400329","600984","200908","5","Muito bom mesmo!","2026-03-31 12:45:50"
"200780","400780","601438","200789","5","Profissional dedicado e competente. Nota 10!","2026-03-31 22:00:22"
"200318","400318","600842","200682","5","Muito bom mesmo!","2026-03-31 22:21:40"
"200896","400896","600525","200407","5","","2026-03-31 23:36:48"
"200794","400794","601269","200312","5","Perfeito, amei!","2026-04-01 00:13:11"
"200172","400172","601428","200091","5","Adorei o resultado final! Muito profissional.","2026-04-01 01:39:46"
"200845","400845","601034","200571","5","Trabalho impecável, superou minhas expectativas.","2026-04-01 03:29:37"
"200843","400843","600886","200371","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-01 06:44:51"
"200696","400696","600688","200982","5","Top demais!","2026-04-01 07:41:52"
"200654","400654","601245","200215","4","Serviço de ótima qualidade, voltarei a contratar.","2026-04-01 08:50:14"
"200152","400152","601129","200491","1","Serviço mal feito, precisou refazer partes.","2026-04-01 08:54:59"
"200445","400445","600730","200593","4","Recomendo sem hesitar. Trabalho nota 10!","2026-04-01 11:11:05"
"200371","400371","601177","200875","4","Resolveu tudo rapidinho e com muita qualidade.","2026-04-01 18:59:15"
"200235","400235","600261","200452","5","Top demais!","2026-04-01 19:57:44"
"200690","400690","600259","200593","1","Serviço mal feito, precisou refazer partes.","2026-04-01 23:33:44"
"200427","400427","601044","200496","5","Preço justo e serviço de alta qualidade.","2026-04-02 03:07:11"
"200925","400925","600467","200508","5","","2026-04-02 05:32:14"
"200267","400267","601283","200886","4","","2026-04-02 08:28:40"
"200195","400195","601095","200773","5","Recomendo sem hesitar. Trabalho nota 10!","2026-04-02 10:35:28"
"200496","400496","600162","200502","2","Resultado final deixou a desejar.","2026-04-02 11:54:29"
"200549","400549","600658","200544","5","Serviço de ótima qualidade, voltarei a contratar.","2026-04-02 19:49:11"
"200567","400567","600950","200097","5","Muito satisfeito com o resultado. Recomendo.","2026-04-02 23:35:38"
"200661","400661","600033","200959","5","","2026-04-03 00:40:18"
"200888","400888","600890","200035","5","Melhor profissional que já contratei nessa área.","2026-04-03 02:26:01"
"200741","400741","600743","200993","5","Trabalho feito com muito cuidado e dedicação.","2026-04-03 05:04:46"
"200486","400486","601340","200138","5","Fez um serviço excelente com um ótimo preço.","2026-04-03 05:33:30"
"200460","400460","601017","200190","5","Muito pontual e educado. Ficou perfeito!","2026-04-03 07:29:13"
"200089","400089","601018","200890","1","Serviço de qualidade ruim.","2026-04-03 08:40:09"
"200196","400196","600319","200213","4","Perfeito, amei!","2026-04-03 09:41:51"
"200198","400198","600404","200475","5","Profissional sério e comprometido. Recomendo a todos.","2026-04-03 10:27:44"
"200008","400008","600044","200299","5","Preço justo e serviço de alta qualidade.","2026-04-03 14:37:26"
"200615","400615","600605","200450","1","Não valeu o preço.","2026-04-03 17:07:50"
"200407","400407","600075","200551","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-03 20:28:56"
"200939","400939","601396","200242","1","Não tive o serviço esperado.","2026-04-03 21:05:12"
"200298","400298","600283","200709","3","Dentro do esperado.","2026-04-03 23:15:25"
"200501","400501","600893","200490","2","Faltou profissionalismo.","2026-04-04 07:34:46"
"200162","400162","601329","200994","4","Muito bom mesmo!","2026-04-04 09:06:08"
"200275","400275","600636","200208","5","Resolveu tudo rapidinho e com muita qualidade.","2026-04-04 11:20:21"
"200987","400987","601355","200503","4","Perfeito, amei!","2026-04-04 14:19:48"
"200539","400539","600292","200261","3","Serviço mediano, mas resolveu o problema.","2026-04-04 18:33:01"
"200723","400723","600593","200615","5","Fez um serviço excelente com um ótimo preço.","2026-04-05 08:16:30"
"200351","400351","601049","200368","3","Serviço mediano, mas resolveu o problema.","2026-04-05 12:27:19"
"200504","400504","600940","200544","5","Resolveu tudo rapidinho e com muita qualidade.","2026-04-05 18:20:27"
"200983","400983","600497","200641","2","Muito abaixo do esperado.","2026-04-06 01:10:03"
"200570","400570","600094","200654","3","Razoável, nada além do básico.","2026-04-06 06:34:14"
"200732","400732","600123","200194","5","Muito satisfeito com o resultado. Recomendo.","2026-04-06 09:52:48"
"200806","400806","600798","200478","5","Perfeito, amei!","2026-04-06 10:41:19"
"200793","400793","600057","200439","5","Top demais!","2026-04-06 13:10:21"
"200394","400394","600461","200894","5","Muito bom mesmo!","2026-04-06 18:03:18"
"200399","400399","600562","200294","3","Cumpriu o combinado.","2026-04-06 21:24:41"
"200499","400499","600996","200905","5","Top demais!","2026-04-06 22:36:17"
"200867","400867","600890","200037","5","Recomendo sem hesitar. Trabalho nota 10!","2026-04-06 23:33:29"
"200788","400788","601088","200821","5","Muito bom mesmo!","2026-04-07 04:52:37"
"200263","400263","601102","200517","5","mt bom","2026-04-07 10:04:26"
"200526","400526","601211","200234","5","Fez um serviço excelente com um ótimo preço.","2026-04-07 10:41:35"
"200160","400160","600475","200901","5","Trabalho feito com muito cuidado e dedicação.","2026-04-07 14:39:34"
"200602","400602","600099","200031","2","Deixou o ambiente sujo após o trabalho.","2026-04-07 16:07:29"
"200321","400321","600634","200547","5","Profissional sério e comprometido. Recomendo a todos.","2026-04-07 16:56:44"
"200728","400728","601187","200466","1","Profissional pouco atencioso e descuidado.","2026-04-07 18:15:01"
"200878","400878","600680","200891","5","Muito bom mesmo!","2026-04-07 18:38:59"
"200182","400182","601229","200498","5","Muito bom trabalho. Faria negócio de novo.","2026-04-08 00:06:18"
"200934","400934","601178","200825","5","Profissional sério e comprometido. Recomendo a todos.","2026-04-08 01:11:01"
"200167","400167","601340","200188","5","Cumpriu tudo o que prometeu. Excelente!","2026-04-08 02:47:25"
"200632","400632","601459","200243","5","Melhor profissional que já contratei nessa área.","2026-04-08 05:08:02"
"200050","400050","600996","200349","4","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-08 08:01:46"
"200599","400599","600108","200459","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-08 14:55:24"
"200982","400982","600148","200674","5","Profissional dedicado e competente. Nota 10!","2026-04-08 17:07:00"
"200068","400068","600453","200613","5","Adorei o resultado final! Muito profissional.","2026-04-08 21:21:07"
"200619","400619","600860","200126","5","Fez um serviço excelente com um ótimo preço.","2026-04-08 22:01:30"
"200222","400222","600614","200762","5","Adorei o resultado final! Muito profissional.","2026-04-09 05:03:29"
"200962","400962","601381","200702","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-09 05:40:15"
"200646","400646","601316","200714","3","","2026-04-09 06:52:18"
"200778","400778","600917","200807","5","Resolveu tudo rapidinho e com muita qualidade.","2026-04-09 06:57:54"
"200750","400750","601391","200577","5","Preço justo e serviço de alta qualidade.","2026-04-09 07:42:43"
"200093","400093","600437","200400","5","Trabalho impecável, superou minhas expectativas.","2026-04-09 17:52:30"
"200166","400166","600367","200790","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-09 18:23:36"
"200893","400893","601420","200980","2","Resultado final deixou a desejar.","2026-04-09 18:45:55"
"200203","400203","600478","200793","1","Péssimo atendimento.","2026-04-09 21:11:58"
"200014","400014","600996","200534","5","Ótimo serviço! Ficou melhor do que esperava.","2026-04-10 01:04:51"
"200026","400026","600861","200001","2","Demorou mais do que o combinado.","2026-04-10 02:15:53"
"200262","400262","600041","200706","5","Muito pontual e educado. Ficou perfeito!","2026-04-10 03:05:54"
"200634","400634","601249","200423","5","Fez um serviço excelente com um ótimo preço.","2026-04-10 13:23:39"
"200231","400231","601353","200729","5","Serviço impecável. Pontual e prestativo.","2026-04-10 14:27:27"
"200652","400652","600604","200006","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-10 18:09:35"
"200040","400040","600325","200535","4","Trabalho feito com muito cuidado e dedicação.","2026-04-10 22:45:54"
"200163","400163","600362","200241","2","Muito abaixo do esperado.","2026-04-11 03:40:34"
"200035","400035","600798","200378","3","Atendeu às expectativas.","2026-04-11 09:52:36"
"200641","400641","601013","200602","5","Excelente profissional, super recomendo!","2026-04-11 11:59:34"
"200259","400259","600951","200787","5","Trabalho impecável, superou minhas expectativas.","2026-04-11 12:10:06"
"200381","400381","601109","200223","1","Não valeu o preço.","2026-04-11 16:02:49"
"200612","400612","601074","200377","2","Serviço de qualidade ruim.","2026-04-11 20:29:58"
"200716","400716","601399","200594","5","Incrível, superou tudo.","2026-04-11 20:53:35"
"200386","400386","601023","200054","5","Resolveu tudo rapidinho e com muita qualidade.","2026-04-11 21:15:47"
"200821","400821","600168","200747","5","Fez um serviço excelente com um ótimo preço.","2026-04-11 23:23:47"
"200594","400594","601473","200485","3","Ok.","2026-04-11 23:31:02"
"200076","400076","601117","200571","4","Muito satisfeito com o resultado. Recomendo.","2026-04-12 02:40:06"
"200377","400377","601170","200167","4","Ótimo atendimento, serviço entregue no prazo.","2026-04-12 03:13:04"
"200910","400910","600883","200319","2","Decepcionante, não voltaria a contratar.","2026-04-12 15:17:40"
"200627","400627","600841","200883","4","Muito bom trabalho. Faria negócio de novo.","2026-04-12 19:18:05"
"200694","400694","600309","200558","1","Serviço mal feito, precisou refazer partes.","2026-04-13 00:48:52"
"200159","400159","601460","200102","5","Cumpriu tudo o que prometeu. Excelente!","2026-04-13 01:51:31"
"200350","400350","600497","200477","5","Muito bom mesmo!","2026-04-13 06:24:27"
"200796","400796","601245","200822","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-13 11:13:50"
"200764","400764","600027","200170","5","Top demais!","2026-04-13 20:40:51"
"200851","400851","600683","200336","5","Incrível, superou tudo.","2026-04-13 23:09:22"
"200366","400366","601076","200798","5","","2026-04-14 02:15:42"
"200073","400073","600338","200203","1","Decepcionante, não voltaria a contratar.","2026-04-14 03:43:06"
"200850","400850","600754","200439","5","Preço justo e serviço de alta qualidade.","2026-04-14 10:31:02"
"200301","400301","600149","200147","5","Preço justo e serviço de alta qualidade.","2026-04-14 13:47:04"
"200808","400808","600110","200302","5","","2026-04-14 14:54:06"
"200473","400473","601449","200630","5","Cumpriu tudo o que prometeu. Excelente!","2026-04-14 15:01:20"
"200047","400047","600172","200350","5","Profissional dedicado e competente. Nota 10!","2026-04-14 17:28:30"
"200138","400138","601472","200837","5","Perfeito, amei!","2026-04-14 20:20:33"
"200354","400354","600703","200762","5","Excelente profissional, super recomendo!","2026-04-15 01:14:29"
"200481","400481","600537","200632","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-15 05:36:52"
"200797","400797","600292","200920","5","Trabalho feito com muito cuidado e dedicação.","2026-04-15 07:30:30"
"200033","400033","601286","200059","5","Muito bom trabalho. Faria negócio de novo.","2026-04-15 09:06:03"
"200761","400761","600600","200108","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-15 10:48:52"
"200153","400153","600765","200664","5","","2026-04-15 13:36:56"
"200416","400416","600607","200616","1","Não valeu o preço.","2026-04-15 17:10:31"
"200881","400881","600186","200840","5","Excelente profissional, super recomendo!","2026-04-15 17:22:16"
"200379","400379","600582","200399","1","Demorou mais do que o combinado.","2026-04-15 22:34:05"
"200724","400724","600400","200483","5","Excelente profissional, super recomendo!","2026-04-16 02:14:32"
"200763","400763","600209","200042","5","Muito satisfeito com o resultado. Recomendo.","2026-04-16 05:55:08"
"200633","400633","601220","200759","4","Trabalho impecável, superou minhas expectativas.","2026-04-16 09:23:34"
"200257","400257","600855","200285","5","Adorei o resultado final! Muito profissional.","2026-04-16 12:42:35"
"200589","400589","600184","200454","3","Cumpriu o combinado.","2026-04-16 15:54:13"
"200179","400179","601330","200952","3","Atendeu às expectativas.","2026-04-16 17:03:12"
"200651","400651","600455","200930","4","Resolveu tudo rapidinho e com muita qualidade.","2026-04-16 18:41:35"
"200475","400475","600603","200906","5","Profissional sério e comprometido. Recomendo a todos.","2026-04-16 20:26:41"
"200041","400041","601140","200141","4","Trabalho impecável, superou minhas expectativas.","2026-04-16 22:01:02"
"200382","400382","600092","200131","4","Profissional sério e comprometido. Recomendo a todos.","2026-04-17 03:05:38"
"200609","400609","600615","200320","4","mt bom","2026-04-17 06:29:22"
"200348","400348","600365","200986","5","","2026-04-17 09:14:04"
"200174","400174","600657","200797","4","Perfeito, amei!","2026-04-17 11:00:36"
"200388","400388","600749","200711","4","Profissional sério e comprometido. Recomendo a todos.","2026-04-17 18:58:25"
"200844","400844","601423","200432","5","Muito satisfeito com o resultado. Recomendo.","2026-04-17 19:56:05"
"200429","400429","600487","200208","5","Muito satisfeito com o resultado. Recomendo.","2026-04-18 04:43:19"
"200297","400297","600144","200520","4","Profissional sério e comprometido. Recomendo a todos.","2026-04-18 07:34:24"
"200115","400115","600876","200797","5","mt bom","2026-04-18 08:21:15"
"200802","400802","600145","200365","5","Muito satisfeito com o resultado. Recomendo.","2026-04-18 10:26:22"
"200121","400121","600842","200095","5","Trabalho feito com muito cuidado e dedicação.","2026-04-18 12:30:23"
"200559","400559","601059","200630","5","Top demais!","2026-04-18 12:34:55"
"200748","400748","600691","200466","5","Trabalho impecável, superou minhas expectativas.","2026-04-18 16:31:08"
"200604","400604","600789","200055","5","Muito satisfeito com o resultado. Recomendo.","2026-04-18 19:11:05"
"200450","400450","600921","200541","4","","2026-04-18 22:38:00"
"200975","400975","601443","200293","5","Fez um serviço excelente com um ótimo preço.","2026-04-19 09:39:24"
"200708","400708","600528","200263","5","Incrível, superou tudo.","2026-04-19 09:49:02"
"200057","400057","601025","200272","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-19 13:16:14"
"200953","400953","600321","200710","2","Serviço de qualidade ruim.","2026-04-19 14:34:17"
"200569","400569","601076","200342","5","Ótimo atendimento, serviço entregue no prazo.","2026-04-19 16:39:17"
"200629","400629","601274","200172","3","Dentro do esperado.","2026-04-19 18:52:38"
"200769","400769","600201","200628","5","Incrível, superou tudo.","2026-04-19 21:35:40"
"200029","400029","600661","200269","5","Serviço de ótima qualidade, voltarei a contratar.","2026-04-20 01:11:26"
"200464","400464","601311","200902","5","Fez um serviço excelente com um ótimo preço.","2026-04-20 07:11:00"
"200682","400682","601013","200846","5","Serviço impecável. Pontual e prestativo.","2026-04-20 18:18:35"
"200333","400333","600162","200253","5","","2026-04-21 01:57:43"
"200667","400667","600092","200074","1","Resultado final deixou a desejar.","2026-04-21 05:18:34"
"200130","400130","600626","200067","5","Trabalho impecável, superou minhas expectativas.","2026-04-21 11:32:00"
"200777","400777","600958","200560","3","Tudo realizado de acordo.","2026-04-21 12:00:19"
"200814","400814","600784","200940","5","Top demais!","2026-04-21 13:10:54"
"200137","400137","600920","200593","5","Muito bom trabalho. Faria negócio de novo.","2026-04-21 13:20:07"
"200610","400610","600992","200005","5","Serviço de ótima qualidade, voltarei a contratar.","2026-04-21 16:32:25"
"200871","400871","601490","200218","5","Incrível, superou tudo.","2026-04-21 23:23:22"
"200762","400762","601397","200207","5","Serviço impecável. Pontual e prestativo.","2026-04-21 23:28:25"
"200393","400393","601450","200554","5","Melhor profissional que já contratei nessa área.","2026-04-22 00:03:28"
"200243","400243","600878","200381","4","Fez um serviço excelente com um ótimo preço.","2026-04-22 06:33:07"
"200049","400049","600058","200264","5","","2026-04-23 05:24:54"
"200579","400579","600064","200494","5","Incrível, superou tudo.","2026-04-23 08:30:04"
"200980","400980","601377","200929","4","Trabalho impecável, superou minhas expectativas.","2026-04-23 10:42:22"
"200782","400782","600050","200392","5","Top demais!","2026-04-23 13:06:06"
"200069","400069","601232","200793","5","Perfeito, amei!","2026-04-23 15:29:03"
"200149","400149","601126","200094","5","Excelente profissional, super recomendo!","2026-04-23 16:36:38"
"200614","400614","600584","200222","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-23 19:02:41"
"200543","400543","601186","200662","1","Não cumpriu o prazo acordado.","2026-04-23 22:11:10"
"200218","400218","600629","200175","5","Profissional dedicado e competente. Nota 10!","2026-04-23 23:51:12"
"200678","400678","601192","200263","5","Preço justo e serviço de alta qualidade.","2026-04-24 01:08:12"
"200792","400792","601023","200336","5","","2026-04-24 02:46:59"
"200290","400290","600671","200231","4","Top demais!","2026-04-24 09:29:50"
"200572","400572","601441","200134","3","Cumpriu o combinado.","2026-04-24 11:03:42"
"200052","400052","601248","200994","5","Perfeito, amei!","2026-04-24 12:32:40"
"200735","400735","601495","200259","5","Muito bom trabalho. Faria negócio de novo.","2026-04-24 19:33:21"
"200960","400960","601337","200290","3","Bueno.","2026-04-25 00:54:05"
"200175","400175","601424","200690","5","Cumpriu tudo o que prometeu. Excelente!","2026-04-25 07:03:23"
"200586","400586","600655","200810","5","Profissional dedicado e competente. Nota 10!","2026-04-25 15:44:44"
"200593","400593","600140","200246","5","Profissional dedicado e competente. Nota 10!","2026-04-25 17:16:14"
"200889","400889","600770","200747","4","Incrível, superou tudo.","2026-04-25 17:31:20"
"200895","400895","600474","200061","3","Dentro do esperado.","2026-04-25 18:23:40"
"200564","400564","600575","200800","5","","2026-04-25 20:17:11"
"200505","400505","601162","200113","4","Muito pontual e educado. Ficou perfeito!","2026-04-26 00:20:25"
"200284","400284","600012","200066","5","mt bom","2026-04-26 01:31:13"
"200557","400557","600129","200858","4","Muito satisfeito com o resultado. Recomendo.","2026-04-26 06:43:25"
"200785","400785","600272","200350","5","Profissional dedicado e competente. Nota 10!","2026-04-26 08:41:53"
"200490","400490","600492","200337","2","Serviço mal feito, precisou refazer partes.","2026-04-26 14:17:59"
"200013","400013","601403","200552","5","Muito bom mesmo!","2026-04-26 19:54:45"
"200805","400805","600220","200787","3","Cumpriu o combinado.","2026-04-26 20:46:44"
"200150","400150","601237","200727","3","","2026-04-26 21:21:47"
"200362","400362","600073","200784","5","Perfeito, amei!","2026-04-27 00:45:28"
"200622","400622","600859","200890","4","Muito bom trabalho. Faria negócio de novo.","2026-04-27 02:38:26"
"200558","400558","600283","200818","3","Ok.","2026-04-27 07:15:25"
"200220","400220","600999","200319","5","Top demais!","2026-04-27 16:55:51"
"200051","400051","600259","200625","5","","2026-04-27 17:46:57"
"200457","400457","601098","200909","5","Excelente profissional, super recomendo!","2026-04-27 22:17:06"
"200901","400901","600361","200913","5","","2026-04-27 23:08:19"
"200109","400109","601283","200134","5","Serviço de ótima qualidade, voltarei a contratar.","2026-04-28 00:34:12"
"200701","400701","600648","200091","4","Muito satisfeito com o resultado. Recomendo.","2026-04-28 03:43:49"
"200825","400825","601384","200247","5","Preço justo e serviço de alta qualidade.","2026-04-28 06:24:42"
"200118","400118","600377","200104","3","Ok.","2026-04-28 10:04:29"
"200106","400106","600481","200129","5","Excelente profissional, super recomendo!","2026-04-28 10:04:34"
"200742","400742","600941","200014","5","Perfeito, amei!","2026-04-29 00:18:09"
"200890","400890","600913","200756","5","Adorei o resultado final! Muito profissional.","2026-04-29 02:11:27"
"200010","400010","600704","200535","5","Muito satisfeito com o resultado. Recomendo.","2026-04-29 05:41:29"
"200798","400798","600607","200277","4","Top demais!","2026-04-29 07:42:42"
"200887","400887","600960","200105","3","Bueno.","2026-04-29 08:46:15"
"200484","400484","600838","200754","1","Muito abaixo do esperado.","2026-04-29 10:36:16"
"200552","400552","600331","200854","5","Fez um serviço excelente com um ótimo preço.","2026-04-29 10:39:14"
"200734","400734","601127","200821","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-04-29 22:15:25"
"200075","400075","600579","200541","2","Não valeu o preço.","2026-04-30 00:08:26"
"200474","400474","600743","200806","4","Perfeito, amei!","2026-04-30 01:19:35"
"200943","400943","600188","200276","4","Fez um serviço excelente com um ótimo preço.","2026-04-30 04:47:54"
"200271","400271","600116","200730","5","Ótimo serviço! Ficou melhor do que esperava.","2026-04-30 05:56:24"
"200091","400091","600943","200949","5","Melhor profissional que já contratei nessa área.","2026-04-30 08:17:18"
"200142","400142","600844","200817","5","Cumpriu tudo o que prometeu. Excelente!","2026-04-30 11:20:30"
"200219","400219","600756","200756","4","Excelente profissional, super recomendo!","2026-04-30 12:21:47"
"200396","400396","601012","200501","5","Preço justo e serviço de alta qualidade.","2026-04-30 15:10:30"
"200209","400209","600852","200159","3","Foi ok, mas poderia ser melhor.","2026-04-30 18:44:00"
"200320","400320","601273","200936","5","Recomendo sem hesitar. Trabalho nota 10!","2026-04-30 19:03:59"
"200727","400727","600599","200588","5","Ótimo serviço! Ficou melhor do que esperava.","2026-04-30 19:54:04"
"200790","400790","600373","200505","5","Recomendo sem hesitar. Trabalho nota 10!","2026-04-30 20:22:18"
"200385","400385","600040","200174","5","Serviço impecável. Pontual e prestativo.","2026-04-30 23:14:44"
"200309","400309","600503","200377","5","Adorei o resultado final! Muito profissional.","2026-05-01 01:02:32"
"200441","400441","600473","200132","4","mt bom","2026-05-01 02:26:39"
"200227","400227","600474","200566","5","Atencioso e caprichoso no trabalho. Voltarei a usar.","2026-05-01 11:19:19"
"200260","400260","601013","200042","5","Recomendo sem hesitar. Trabalho nota 10!","2026-05-01 17:55:29"
"200675","400675","600770","200474","5","","2026-05-01 21:06:00"
"200550","400550","600519","200622","1","Demorou mais do que o combinado.","2026-05-01 23:52:00"
"200303","400303","600503","200169","2","Profissional pouco atencioso e descuidado.","2026-05-02 04:15:53"
"200922","400922","600601","200114","4","Muito bom trabalho. Faria negócio de novo.","2026-05-02 09:20:52"
"200274","400274","601315","200422","4","Preço justo e serviço de alta qualidade.","2026-05-02 11:56:38"
"200276","400276","601196","200719","5","Fez um serviço excelente com um ótimo preço.","2026-05-02 13:54:26"
"200635","400635","601284","200529","5","Serviço de ótima qualidade, voltarei a contratar.","2026-05-02 15:58:12"
"200151","400151","601360","200616","2","Resultado final deixou a desejar.","2026-05-02 17:39:49"
"200965","400965","600041","200752","5","Fez um serviço excelente com um ótimo preço.","2026-05-02 20:49:56"
"200832","400832","600734","200024","5","Muito bom trabalho. Faria negócio de novo.","2026-05-03 01:03:12"
"200387","400387","601467","200033","3","Cumpriu o combinado.","2026-05-03 06:52:52"
"200021","400021","601309","200295","5","Incrível, superou tudo.","2026-05-03 07:58:10"
"200353","400353","600436","200914","5","Recomendo sem hesitar. Trabalho nota 10!","2026-05-03 14:30:49"
